,en,fr
0,A man clapping his hands with a bunch of children standing around him.,Un homme battant les mains autour d'un groupe d'enfants.
0,A girl in a red top is holding slips of paper.,Une fille en haut rouge tient des feuillets de papier.
0,The child is looking at Santa Claus.,L'enfant regarde le Père Nol.
0,A surfer is doing a turn on his board.,Un surfer fait un tour sur sa planche.
0,A woman in a dress doing a craft.,Une femme en robe faisant une artisanat.
0,A man and woman in masks and costume make a toast in front of a christmas tree.,Un homme et une femme portant des masques et un costume font un toast devant un arbre de Nol.
0,"A girl jumping into a pool, with a man standing near.","Une fille sautant dans un bassin, un homme se tenant à proximité."
0,A girl in a black and white headband and pink necktie holding a glass with friends on either side of her.,Une fille dans un bandeau de tête noir et blanc et une chaussettes rose tenant un verre avec des amis de part et d'autre de sa tête.
0,A guy and a female with drinks in hand.,Un gars et une femme avec des boissons à la main.
0,A man and woman in black coats are outside while it is snowing.,Un homme et une femme en manteau noir sont à l'extérieur pendant la neige.
0,A couple wearing winter coats posing together.,Un couple portant un manteau d'hiver posant ensemble.
0,A man is playing the guitar for a child in a hospital bed,Un homme joue la guitare pour un enfant dans un lit d'hôpital
0,A woman covering herself with a towel is drinking a jar of water.,Une femme se recouverte d'une serviette boire un pot d'eau.
0,Three Asian ladies are walking down a sidewalk holding purses and shopping bags.,Trois femmes asiatiques se promènent sur un trottoir en portant des sacs à main et des sacs à magasin.
0,A woman is holding a small child by the hand and carrying shopping bags.,Une femme tient un petit enfant à la main et transporte des sacs d'achat.
0,Two asian women sitting at a table eating asian food.,Deux femmes asiatiques assises à une table mangeant des aliments asiatiques.
0,Two woman wearing jackets are looking at a board.,Deux femmes portant des gilets regardent un tableau.
0,A person in a sweater sits looking at a book with a child on their lap.,Une personne en chandail regarde un livre avec un enfant sur ses pattes.
0,Two young women having a conversation,Deux jeunes femmes en conversation
0,A large group of football players in blue jerseys running through the field.,Un grand groupe de joueurs de football en chandails bleus roulent sur le terrain.
0,Two men walking in front of a grafitti image of a car.,Deux hommes marchant devant une image grafitti d'une voiture.
0,A child is holding onto her mother on a sled in the snow.,Un enfant garde sa mère sur un traîneau dans la neige.
0,An old man and a young woman embrace on a couch.,Un homme âgé et une jeune femme s'enlèvent sur un canapé.
0,A person on stage with a light show in pink and blue.,Une personne sur scène avec un spectacle lumineux en rose et bleu.
0,A basket vendor walking down a busy city street.,Un vendeur de paniers marchant dans une rue achalandée de la ville.
0,A train approaches in a dimly lit subway.,Un train approche dans un métro peu éclairé.
0,A boy in sports themed pajamas is in front of a Christmas tree.,Un garçon en pajamas à thème sportif se trouve devant un arbre de Nol.
0,A woman in a park stands with her arm up in the air.,Une femme dans un parc se tient avec son bras en vol.
0,Children are dressed in black and white costumes.,Les enfants sont vêtus de costumes noirs et blancs.
0,Several people read by a campfire at night.,Plusieurs personnes lisent à l'aide d'un feu de camp la nuit.
0,A woman in a gray shirt pouring a clear drink into a glass.,Une femme en chemise grise versant une boisson claire dans un verre.
0,"A performer wearing stilts, which are covered by her white pants, is walking in a parade.","Une interprète portant des semelles, recouvertes de pantalons blancs, marche dans un défilé."
0,A young woman whisking eggs in a glass measuring cup.,Une jeune femme battant des oeufs dans une tasse de mesure en verre.
0,Two young girls pose smiling for a picture with a Christmas tree behind them.,Deux jeunes filles posent souriant pour une photo avec un arbre de Nol derrière elles.
0,Three women are posing for a photo in front of a christmas tree,Trois femmes posent pour une photo devant un arbre de Nol
0,Two men and two women hold gold plates behind their heads.,Deux hommes et deux femmes tiennent des plaques d'or derrière leur tête.
0,A Hispanic woman and man in ceremonial dress dance down the street.,Une femme hispanique et un homme en tenue cérémonielle dansent dans la rue.
0,A girl in a white sweater and blue jeans typing a paper on a laptop.,Une fille dans un chandail blanc et des jeans bleus dactylographie un papier sur un ordinateur portable.
0,A man is sliding along a green barrier on his snowboard.,Un homme glisse le long d'une barrière verte sur son planche à neige.
0,A woman with a vacant expression throws a football as a man in a gray shirt looks at his phone.,Une femme avec une expression vacante jette un football alors qu'un homme en chemise grise regarde son téléphone.
0,A skier about to go down the mountain.,Un skieur sur le point de descendre la montagne.
0,A black and white dog is jumping through a field of brown grass.,Un chien noir et blanc saute dans un champ d'herbe brune.
0,A woman is showing her art to people.,Une femme montre son art aux gens.
0,Several people are crowded together in a room with three large fans over them.,Plusieurs personnes sont rassemblées dans une pièce avec trois grands ventilateurs au-dessus de elles.
0,Person doing a skateboard trick in midair.,Person doing a skateboard trick in midair.
0,Two young boys standing in a kitchen with hardwood floors.,Deux jeunes garçons debout dans une cuisine à planchers feuillus.
0,Two young boys wearing jackets frolic in a large field.,Deux jeunes garçons portant des gilets s'amusent dans un vaste champ.
0,An asian man with an asian kid with a balloon around his head.,Un homme asiatique avec un enfant asiatique avec un ballon autour de sa tête.
0,A man wearing red socks playing running with some other men,Un homme portant des chaussettes rouges joue à la course avec d'autres hommes
0,Five girls wearing school uniforms walk around on a flat rock near a lake as a man in the background sits on the shore.,Cinq filles en uniforme scolaire se promènent sur un rocher plat près d'un lac alors qu'un homme à l'arrière-plan s'asseoira sur la rive.
0,A man tucks in a sheet on the bed.,Un homme s'accroche à une drap sur le lit.
0,A woman in a back and white dress walking away.,Une femme dans un dos et une robe blanche s'éloigne.
0,Little girl in an orange shirt holding a paper bag.,Petite fille dans une chemise orange tenant un sac en papier.
0,A woman in jeans is preparing to throw a bowling ball down the bowling alley.,Une femme en jeans se prépare à lancer un ballon de bowling dans l'aile de bowling.
0,A group of people going for a hike.,Un groupe de personnes en randonnée.
0,Two babies sitting on a playmat reaching for something,Deux bébés assis sur un tampon et cherchant quelque chose
0,An old man and a baby in red.,Un homme âgé et un bébé en rouge.
0,A crowd of people containing some people who are smiling and some who are taking photographs.,Une foule de gens comprenant des gens qui sourient et des gens qui prennent des photos.
0,A person laying on the ground below some stairs.,Une personne se couchant sur le sol en dessous d'un escalier.
0,A man in an elf hat holding a white umbrella is standing on the sidewalk with two other men.,Un homme portant un chapeau de elfe et portant un parapluie blanc se trouve sur le trottoir avec deux autres hommes.
0,Kids play in the snow while parents watch,Les enfants jouent dans la neige tandis que les parents regardent
0,Two women sitting next to each other one is holding a baby and the other is showing her bracelet.,Deux femmes assises l'une à côté de l'autre tiennent un bébé et l'autre montre son bracelet.
0,A baby touching a woman's face.,Un bébé touchant le visage d'une femme.
0,"A baby with a pink outfit on has a pacifier, and she is on a chair with another woman.","Un bébé portant une tenue rose a un pacificateur, et il est sur un fauteuil avec une autre femme."
0,A woman and a baby waiting with luggage,Une femme et un bébé attendent avec des bagages
0,Two young girls dressed in winter clothes play in a mound of snow.,Deux jeunes filles vêtues de vêtements d'hiver jouent dans un massif de neige.
0,A woman sitting in a restaurant talking on her cellphone.,Une femme assise dans un restaurant parlant sur son téléphone cellulaire.
0,"An Oriental man, wearing a white shirt and apron is cooking.","Un homme oriental, portant une chemise blanche et un apron, cuisine."
0,A man is catching a girl who jumped into his arms,Un homme capture une fille qui a sauté dans ses bras
0,"The lady is wearing a black coat, gloves, and boots.","La dame porte un manteau noir, des gants et des bottes."
0,Three women pose for a picture together.,Trois femmes posent ensemble pour une photo.
0,The red-haired woman in the black dress has her arms around a man in white.,La femme à cheveux rouges dans la robe noire a ses bras autour d'un homme blanc.
